CLIENTNUM,idstatus,Customer_Age,Gender,Dependent_count,Educationid,Maritalid,Income_Category,card_categoryid,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Churn
780360558,1,33,F,1,2,1,< Rp 3.000.000,1,20,2,2,2,1507000.0,0,1507000.0,4698000,87,0.0,no
715012833,1,46,F,1,1,1,< Rp 3.000.000,1,36,1,3,3,3073000.0,2517000,556000.0,4858000,77,0.819,no
772388508,1,43,F,3,2,1,Unknown,1,32,2,3,3,8314000.0,1349000,6965000.0,5028000,80,0.162,no
788199858,1,42,F,3,1,3,Unknown,1,34,1,3,1,2798000.0,1049000,1749000.0,5758000,87,0.375,no
769578108,1,40,M,4,4,2,Rp 5.000.000 - Rp 8.000.000,1,26,2,2,3,20929000.0,1652000,19277000.0,4001000,76,0.079,no
719843958,1,46,M,2,2,1,> Rp 15.000.000,1,34,2,3,3,1754000.0,894000,860000.0,4874000,79,0.51,no
767197983,1,52,F,2,1,2,< Rp 3.000.000,1,45,1,1,1,4209000.0,0,4209000.0,5938000,83,0.0,no
711874833,1,45,M,3,5,0,Rp 3.000.000 - Rp 5.000.000,1,37,1,3,2,2449000.0,0,2449000.0,5497000,88,0.0,no
714930333,2,39,M,3,5,1,Rp 8.000.000 - Rp 15.000.000,1,30,2,3,3,4618000.0,0,4618000.0,2476000,49,0.0,no
720989133,1,41,F,2,5,1,< Rp 3.000.000,1,36,2,1,2,1654000.0,1093000,561000.0,4596000,82,0.661,no
720893958,1,49,F,4,3,2,< Rp 3.000.000,1,36,1,3,3,1544000.0,999000,545000.0,4215000,53,0.647,no
769709058,1,60,M,1,3,2,Rp 5.000.000 - Rp 8.000.000,1,54,1,2,1,3618000.0,972000,2646000.0,4228000,63,0.269,no
711005583,1,37,M,3,1,2,Rp 8.000.000 - Rp 15.000.000,1,24,1,2,3,3437000.0,1064000,2373000.0,5110000,76,0.31,no
826548708,1,50,M,2,2,2,Rp 8.000.000 - Rp 15.000.000,1,46,2,3,2,5965000.0,622000,5343000.0,4637000,91,0.104,no
711093408,1,46,F,2,7,1,< Rp 3.000.000,1,33,2,3,1,2644000.0,1517000,1127000.0,4815000,83,0.574,no
712831908,1,59,F,1,5,1,Rp 3.000.000 - Rp 5.000.000,1,49,2,2,1,3481000.0,603000,2878000.0,4556000,81,0.173,no
780222408,1,49,F,5,2,3,< Rp 3.000.000,1,36,1,3,2,3272000.0,2085000,1187000.0,4444000,83,0.637,no
714181008,1,35,F,0,2,1,< Rp 3.000.000,1,36,1,2,2,3019000.0,1462000,1557000.0,4509000,71,0.484,no
772346358,1,52,F,3,3,2,< Rp 3.000.000,1,41,2,1,2,1801000.0,0,1801000.0,5047000,79,0.0,no
717489033,2,27,F,0,1,2,< Rp 3.000.000,1,18,6,1,4,1438300.0,0,1438300.0,2641000,40,0.0,no
710969433,1,41,F,1,3,1,< Rp 3.000.000,1,31,2,2,2,2909000.0,1201000,1708000.0,4230000,68,0.413,no
715807383,1,45,F,4,6,2,Rp 3.000.000 - Rp 5.000.000,1,36,1,3,3,4688000.0,0,4688000.0,5248000,89,0.0,no
711807333,1,37,F,2,5,2,< Rp 3.000.000,1,26,1,1,2,1438300.0,0,1438300.0,3948000,84,0.0,no
816086508,1,47,F,2,4,1,< Rp 3.000.000,1,42,1,3,3,1438300.0,0,1438300.0,4624000,73,0.0,no
714424533,2,41,F,4,2,1,< Rp 3.000.000,1,36,6,2,2,1655000.0,0,1655000.0,2156000,37,0.0,no
779536233,1,47,F,4,2,0,Rp 3.000.000 - Rp 5.000.000,1,30,1,1,1,1438300.0,601000,837300.0,4669000,83,0.418,no
710794983,1,41,F,3,1,2,Unknown,1,32,2,1,1,4745000.0,1157000,3588000.0,4705000,78,0.244,no
779890833,1,51,F,2,1,0,< Rp 3.000.000,1,36,2,1,1,1438300.0,0,1438300.0,4866000,65,0.0,no
779837808,1,53,F,2,1,1,Rp 3.000.000 - Rp 5.000.000,1,37,1,4,3,5182000.0,2500000,2682000.0,5012000,85,0.482,yes
713748708,2,46,F,3,2,2,< Rp 3.000.000,1,37,1,2,4,1438300.0,0,1438300.0,1757000,44,0.0,no
709123908,1,43,F,2,2,1,Rp 3.000.000 - Rp 5.000.000,1,36,2,3,2,4287000.0,0,4287000.0,4874000,82,0.0,no
816476658,2,54,F,2,4,1,Unknown,1,49,2,4,3,1812000.0,1798000,14000.0,2921000,44,0.992,yes
743800833,1,53,F,3,5,1,Rp 3.000.000 - Rp 5.000.000,1,46,2,1,1,2304000.0,1144000,1160000.0,4505000,85,0.497,no
806415183,1,51,F,0,7,1,Unknown,1,46,1,3,3,13623000.0,1432000,12191000.0,4534000,83,0.105,no
794054058,1,50,F,2,2,2,< Rp 3.000.000,1,44,1,1,1,2765000.0,0,2765000.0,4010000,59,0.0,no
771907158,1,54,M,5,4,1,> Rp 15.000.000,1,42,1,1,3,3731000.0,1903000,1828000.0,4667000,88,0.51,no
815789883,1,46,F,3,5,2,< Rp 3.000.000,1,41,1,3,2,2485000.0,861000,1624000.0,4728000,81,0.346,no
712177908,1,50,F,4,5,2,< Rp 3.000.000,1,36,1,3,1,2446000.0,1763000,683000.0,4310000,75,0.721,no
711234783,2,44,F,4,4,1,< Rp 3.000.000,1,28,5,2,3,2020000.0,0,2020000.0,2621000,45,0.0,no
793379058,1,48,F,3,2,2,< Rp 3.000.000,1,42,2,2,1,2214000.0,1025000,1189000.0,5084000,82,0.463,no
720480183,1,45,F,3,4,0,< Rp 3.000.000,1,34,1,2,1,1811000.0,787000,1024000.0,4882000,80,0.435,no
712974558,1,56,F,2,5,2,< Rp 3.000.000,1,43,1,3,1,5254000.0,0,5254000.0,4546000,89,0.0,no
717409533,2,36,F,2,6,2,< Rp 3.000.000,1,26,1,2,3,1821000.0,1486000,335000.0,2824000,43,0.816,no
712200033,1,44,F,4,1,2,< Rp 3.000.000,1,36,1,3,3,3024000.0,0,3024000.0,4983000,78,0.0,no
713563383,1,50,F,3,4,2,< Rp 3.000.000,1,36,1,3,3,1930000.0,952000,978000.0,3862000,80,0.493,no
802795608,1,54,F,2,1,2,< Rp 3.000.000,1,48,1,3,2,1517000.0,556000,961000.0,4981000,82,0.367,no
787452333,2,39,F,1,1,1,< Rp 3.000.000,1,25,2,2,1,2024000.0,0,2024000.0,2870000,36,0.0,no
709520058,2,53,M,5,3,1,> Rp 15.000.000,1,38,4,2,2,19138000.0,0,19138000.0,2028000,43,0.0,no
819690933,1,56,M,1,2,2,Rp 8.000.000 - Rp 15.000.000,1,51,2,3,1,16835000.0,897000,15938000.0,4059000,80,0.053,no
820694133,2,60,F,0,1,1,Unknown,1,55,4,1,3,5549000.0,0,5549000.0,2412000,38,0.0,no
711800658,2,42,F,3,1,2,< Rp 3.000.000,1,36,2,3,3,2145000.0,0,2145000.0,2465000,42,0.0,no
717722958,1,43,M,3,3,1,Rp 8.000.000 - Rp 15.000.000,1,36,1,3,2,4654000.0,1349000,3305000.0,4277000,71,0.29,no
712279683,2,44,M,3,2,1,Rp 5.000.000 - Rp 8.000.000,1,36,2,3,3,9114000.0,0,9114000.0,2740000,52,0.0,no
716606733,1,33,F,1,2,2,Rp 3.000.000 - Rp 5.000.000,1,18,2,2,3,3043000.0,2054000,989000.0,4833000,85,0.675,no
716060358,1,53,F,2,2,1,Rp 3.000.000 - Rp 5.000.000,1,45,2,2,2,4621000.0,913000,3708000.0,4952000,82,0.198,no
709158333,1,44,M,4,2,2,Rp 5.000.000 - Rp 8.000.000,1,28,2,2,1,2758000.0,461000,2297000.0,4244000,96,0.167,no
721113333,1,54,F,0,2,1,< Rp 3.000.000,1,36,1,2,3,1740000.0,0,1740000.0,4751000,93,0.0,no
712620858,1,34,F,4,7,1,Unknown,1,36,1,2,2,7744000.0,1804000,5940000.0,4572000,60,0.233,no
712855683,1,50,F,2,6,1,< Rp 3.000.000,1,36,1,2,2,3350000.0,1335000,2015000.0,4906000,89,0.399,no
715463133,1,40,M,5,1,2,> Rp 15.000.000,1,31,1,1,3,34516000.0,1427000,33089000.0,3699000,64,0.041,no
716551533,1,47,F,1,1,2,Unknown,1,36,2,1,3,2874000.0,2201000,673000.0,4779000,86,0.766,no
771220758,1,40,F,3,7,2,Unknown,1,27,1,1,2,2896000.0,2100000,796000.0,4614000,83,0.725,no
709920258,1,41,F,3,2,0,Rp 3.000.000 - Rp 5.000.000,1,28,1,1,3,9294000.0,1764000,7530000.0,4531000,73,0.19,no
708959583,1,47,M,2,1,1,Rp 5.000.000 - Rp 8.000.000,1,39,1,2,2,9389000.0,727000,8662000.0,3415000,84,0.077,no
712510833,1,44,M,3,5,1,Rp 3.000.000 - Rp 5.000.000,1,30,2,3,3,9317000.0,847000,8470000.0,4121000,81,0.091,no
710840433,1,34,M,1,5,3,Rp 3.000.000 - Rp 5.000.000,1,20,2,1,3,7452000.0,1656000,5796000.0,3339000,51,0.222,no
712853358,2,39,F,3,1,3,< Rp 3.000.000,1,36,2,3,2,1817000.0,0,1817000.0,2216000,44,0.0,no
788502858,1,58,M,3,1,2,Rp 8.000.000 - Rp 15.000.000,1,51,2,2,1,10021000.0,1952000,8069000.0,4431000,68,0.195,no
721139808,1,42,F,3,2,2,< Rp 3.000.000,1,36,1,2,1,2344000.0,1081000,1263000.0,3889000,80,0.461,no
711375558,1,48,F,2,3,2,Rp 3.000.000 - Rp 5.000.000,1,34,2,3,1,3072000.0,1734000,1338000.0,4540000,78,0.564,no
713798958,1,38,F,3,4,2,< Rp 3.000.000,1,36,2,3,1,1946000.0,1430000,516000.0,4643000,87,0.735,no
709362033,2,52,F,1,2,1,< Rp 3.000.000,1,42,1,5,3,1471000.0,0,1471000.0,2253000,48,0.0,yes
719860308,2,42,F,2,2,1,< Rp 3.000.000,1,36,2,3,3,1438300.0,0,1438300.0,2418000,48,0.0,no
714443058,2,43,F,4,5,1,< Rp 3.000.000,1,28,5,2,4,1484000.0,0,1484000.0,1664000,39,0.0,no
716315508,2,37,F,3,6,1,Rp 3.000.000 - Rp 5.000.000,1,36,2,2,5,3233000.0,2517000,716000.0,1339000,32,0.779,no
717651333,1,55,F,2,2,2,< Rp 3.000.000,1,43,1,3,1,1745000.0,1168000,577000.0,4562000,67,0.669,no
798489258,1,59,F,1,3,0,Unknown,1,53,1,3,1,3709000.0,1197000,2512000.0,5557000,82,0.323,no
710742408,1,53,F,2,5,1,< Rp 3.000.000,1,43,2,1,3,2160000.0,2057000,103000.0,4518000,93,0.952,no
812089383,1,41,M,5,4,2,Rp 8.000.000 - Rp 15.000.000,1,36,1,2,3,1438300.0,892000,546300.0,4426000,88,0.62,no
711968358,1,55,F,4,2,2,< Rp 3.000.000,1,44,1,2,1,2638000.0,1423000,1215000.0,4153000,77,0.539,no
794227308,1,56,M,2,5,1,Rp 8.000.000 - Rp 15.000.000,1,50,1,1,3,10214000.0,1433000,8781000.0,4493000,79,0.14,no
719845908,1,52,F,3,3,2,< Rp 3.000.000,1,36,2,1,3,3240000.0,0,3240000.0,4803000,83,0.0,no
716851908,1,58,F,5,4,1,Rp 3.000.000 - Rp 5.000.000,1,47,1,3,3,2038000.0,1099000,939000.0,4784000,70,0.539,no
720599658,1,49,M,1,4,1,Rp 3.000.000 - Rp 5.000.000,1,36,2,2,1,1438300.0,0,1438300.0,5104000,75,0.0,no
720401658,2,53,F,3,2,2,< Rp 3.000.000,1,34,5,3,5,1438300.0,1030000,408300.0,1985000,38,0.716,no
827442858,1,56,M,3,1,0,Rp 8.000.000 - Rp 15.000.000,1,52,2,3,1,8111000.0,2051000,6060000.0,3719000,69,0.253,no
779034708,1,60,F,0,7,1,Unknown,1,41,1,3,1,10730000.0,970000,9760000.0,4939000,71,0.09,no
718806783,2,46,F,3,3,1,Unknown,1,36,2,3,1,2872000.0,357000,2515000.0,2629000,41,0.124,no
714484008,2,49,F,4,3,1,< Rp 3.000.000,1,31,4,3,2,1567000.0,0,1567000.0,2138000,41,0.0,no
719176308,2,43,M,3,5,0,Rp 8.000.000 - Rp 15.000.000,1,32,6,3,2,7278000.0,0,7278000.0,2120000,43,0.0,no
769662033,1,45,F,2,5,3,< Rp 3.000.000,1,29,2,2,3,1438300.0,0,1438300.0,5025000,85,0.0,no
721020858,1,34,F,1,5,2,Unknown,1,20,2,2,2,3190000.0,1959000,1231000.0,4220000,66,0.614,no
714630858,2,36,F,1,3,3,< Rp 3.000.000,1,36,2,3,2,1470000.0,458000,1012000.0,2383000,39,0.312,no
710838108,1,45,M,2,2,1,Rp 8.000.000 - Rp 15.000.000,1,36,1,4,1,3081000.0,2517000,564000.0,4317000,72,0.817,yes
712662783,2,43,F,2,5,1,Unknown,1,36,1,2,6,3793000.0,2517000,1276000.0,2577000,57,0.664,no
713160258,1,54,F,2,2,1,< Rp 3.000.000,1,44,1,2,3,3034000.0,2033000,1001000.0,4349000,90,0.67,no
778163508,1,37,F,2,1,1,Unknown,1,27,2,1,2,5245000.0,1044000,4201000.0,4938000,70,0.199,no
713785608,1,49,F,1,7,2,< Rp 3.000.000,1,40,1,2,3,2960000.0,0,2960000.0,4918000,63,0.0,no
779905008,2,54,F,4,2,3,Rp 3.000.000 - Rp 5.000.000,1,38,2,2,1,1779000.0,0,1779000.0,2660000,41,0.0,no
789491058,1,43,F,4,2,1,< Rp 3.000.000,1,34,2,3,1,1620000.0,0,1620000.0,4570000,82,0.0,no
793736958,1,49,M,3,1,2,> Rp 15.000.000,1,43,1,2,1,21680000.0,1587000,20093000.0,4410000,86,0.073,no
720961383,2,47,F,3,3,2,Unknown,1,36,2,3,4,2952000.0,0,2952000.0,2907000,60,0.0,no
714202008,2,53,F,2,1,1,< Rp 3.000.000,1,36,6,3,2,3918000.0,2517000,1401000.0,2115000,42,0.642,no
721479108,1,52,M,1,3,2,> Rp 15.000.000,1,41,1,1,3,12764000.0,0,12764000.0,3332000,64,0.0,no
715549158,1,29,F,1,2,1,< Rp 3.000.000,1,36,2,2,0,1438300.0,0,1438300.0,4769000,84,0.0,no
710308983,1,50,F,3,2,3,< Rp 3.000.000,1,39,1,1,3,3287000.0,2517000,770000.0,4148000,83,0.766,no
710981583,1,44,F,5,4,2,Rp 3.000.000 - Rp 5.000.000,1,36,2,1,2,3891000.0,1015000,2876000.0,5131000,86,0.261,no
712704933,2,49,F,4,1,3,Rp 3.000.000 - Rp 5.000.000,1,43,4,3,3,4048000.0,0,4048000.0,2227000,41,0.0,no
716165508,1,51,M,2,3,1,Rp 5.000.000 - Rp 8.000.000,1,40,2,1,1,3559000.0,0,3559000.0,4498000,94,0.0,no
710630583,1,47,M,3,1,2,Rp 5.000.000 - Rp 8.000.000,1,39,2,1,1,2843000.0,1752000,1091000.0,3738000,77,0.616,no
709571958,1,58,F,2,2,2,< Rp 3.000.000,1,47,1,1,2,2127000.0,0,2127000.0,4401000,65,0.0,no
790115358,1,39,F,2,4,2,< Rp 3.000.000,1,32,2,1,2,4325000.0,2418000,1907000.0,4588000,77,0.559,no
715904433,2,42,F,4,5,1,Rp 3.000.000 - Rp 5.000.000,1,34,1,3,2,1695000.0,0,1695000.0,2055000,46,0.0,no
709078908,1,48,F,3,1,2,< Rp 3.000.000,1,32,1,2,3,2648000.0,1539000,1109000.0,4926000,89,0.581,no
717541308,1,61,F,2,2,2,< Rp 3.000.000,1,45,2,2,3,2602000.0,1441000,1161000.0,4838000,85,0.554,no
779916408,1,39,F,4,2,2,Unknown,1,23,1,3,2,1811000.0,0,1811000.0,4934000,70,0.0,no
714979383,1,56,M,3,2,2,Rp 5.000.000 - Rp 8.000.000,1,46,1,2,2,1891000.0,1134000,757000.0,5255000,77,0.6,no
711691608,2,46,F,4,2,2,< Rp 3.000.000,1,36,2,3,3,2881000.0,2450000,431000.0,2450000,49,0.85,no
788930358,1,42,F,4,5,2,Rp 3.000.000 - Rp 5.000.000,1,28,2,2,2,2827000.0,1896000,931000.0,3891000,81,0.671,no
716351208,1,48,F,3,3,1,< Rp 3.000.000,1,38,1,3,2,4095000.0,2517000,1578000.0,4175000,77,0.615,no
708266883,2,34,F,2,2,2,< Rp 3.000.000,1,36,1,2,3,1666000.0,0,1666000.0,2312000,35,0.0,no
718858683,1,42,F,1,2,1,< Rp 3.000.000,1,36,2,3,2,1438300.0,0,1438300.0,4511000,76,0.0,no
771617883,1,54,F,2,1,2,Rp 3.000.000 - Rp 5.000.000,1,42,1,2,2,2205000.0,1313000,892000.0,4904000,82,0.595,no
718001508,1,41,F,3,2,1,< Rp 3.000.000,1,29,1,1,2,2890000.0,2150000,740000.0,4377000,84,0.744,no
708995283,1,50,F,1,2,3,Unknown,1,36,1,1,3,10417000.0,2290000,8127000.0,4871000,75,0.22,no
721173183,1,57,F,2,3,1,Unknown,1,43,2,1,2,2363000.0,1876000,487000.0,4984000,85,0.794,no
711102858,2,48,F,2,7,2,Unknown,1,36,4,2,3,3137000.0,860000,2277000.0,1618000,34,0.274,no
711722808,2,51,F,4,2,2,< Rp 3.000.000,1,44,5,3,3,1483000.0,0,1483000.0,2520000,40,0.0,no
787466808,1,35,F,0,4,1,< Rp 3.000.000,1,22,2,2,3,3009000.0,2517000,492000.0,5329000,82,0.836,no
716116383,1,45,F,1,4,1,< Rp 3.000.000,1,36,1,2,1,5087000.0,2517000,2570000.0,4682000,77,0.495,no
713257083,1,46,F,4,4,1,Rp 3.000.000 - Rp 5.000.000,1,36,1,3,1,1925000.0,1202000,723000.0,4343000,66,0.624,no
772661808,1,56,M,3,2,1,> Rp 15.000.000,1,46,2,1,2,7234000.0,2055000,5179000.0,5051000,83,0.284,no
713382558,1,57,F,3,5,2,< Rp 3.000.000,1,42,1,1,2,2063000.0,953000,1110000.0,4304000,81,0.462,no
717596883,1,58,F,0,2,2,Rp 3.000.000 - Rp 5.000.000,1,39,4,3,2,5530000.0,1233000,4297000.0,5270000,78,0.223,no
712993008,1,58,F,1,4,2,< Rp 3.000.000,1,48,4,3,1,3819000.0,1882000,1937000.0,4533000,68,0.493,no
824763783,1,59,F,0,5,2,< Rp 3.000.000,1,55,2,2,3,2645000.0,1127000,1518000.0,4251000,76,0.426,no
771730758,1,51,F,1,1,2,Unknown,1,39,4,3,2,5448000.0,0,5448000.0,4443000,75,0.0,no
780265458,1,56,F,2,3,2,< Rp 3.000.000,1,42,4,2,2,3495000.0,1427000,2068000.0,4466000,85,0.408,no
714256758,1,50,M,2,4,2,Rp 5.000.000 - Rp 8.000.000,1,36,3,1,1,8074000.0,0,8074000.0,4347000,66,0.0,no
710292333,2,44,F,3,1,1,Unknown,1,36,3,3,4,7772000.0,0,7772000.0,2618000,52,0.0,no
712171158,1,42,F,2,1,1,< Rp 3.000.000,1,30,6,1,1,3124000.0,0,3124000.0,4986000,79,0.0,no
787339158,2,56,M,1,2,1,Rp 8.000.000 - Rp 15.000.000,1,50,3,6,3,8688000.0,0,8688000.0,2361000,41,0.0,yes
788782008,1,49,F,3,4,1,< Rp 3.000.000,2,30,4,3,2,15987000.0,0,15987000.0,4146000,69,0.0,no
714848958,2,47,F,2,2,2,< Rp 3.000.000,2,37,6,2,1,15109000.0,897000,14212000.0,2315000,43,0.059,no
714987633,1,42,M,3,2,1,Rp 5.000.000 - Rp 8.000.000,1,36,2,2,3,4953000.0,2039000,2914000.0,4026000,53,0.412,no
717684858,1,50,M,3,3,2,> Rp 15.000.000,1,38,6,3,3,22304000.0,1333000,20971000.0,5002000,60,0.06,no
767376483,1,27,F,1,5,1,< Rp 3.000.000,1,20,5,3,3,1893000.0,0,1893000.0,5176000,91,0.0,no
709901058,1,38,M,1,1,2,Rp 3.000.000 - Rp 5.000.000,1,30,2,2,1,2232000.0,1163000,1069000.0,4185000,80,0.521,no
823149483,1,52,F,1,6,2,Rp 3.000.000 - Rp 5.000.000,1,48,1,5,3,1766000.0,0,1766000.0,4643000,76,0.0,yes
780073158,1,59,M,0,1,2,< Rp 3.000.000,1,44,2,1,1,3790000.0,1149000,2641000.0,4455000,85,0.303,no
779998083,1,33,M,3,1,1,Rp 3.000.000 - Rp 5.000.000,1,23,1,2,3,6392000.0,1429000,4963000.0,4069000,66,0.224,no
713144208,2,51,F,0,1,1,Unknown,1,42,1,4,4,9989000.0,568000,9421000.0,2053000,49,0.057,yes
771594783,2,56,F,1,5,1,Unknown,1,44,2,4,4,1438300.0,0,1438300.0,2264000,37,0.0,yes
816613158,1,48,F,1,7,1,< Rp 3.000.000,1,43,2,3,1,2559000.0,1514000,1045000.0,4117000,69,0.592,no
770774133,1,53,M,3,2,2,Rp 8.000.000 - Rp 15.000.000,3,39,1,2,3,34516000.0,1198000,33318000.0,4826000,70,0.035,no
712300683,1,41,F,1,2,2,< Rp 3.000.000,1,32,2,2,1,1438300.0,0,1438300.0,4897000,96,0.0,no
714536208,1,50,F,3,3,1,< Rp 3.000.000,1,36,1,2,3,2473000.0,1675000,798000.0,4203000,73,0.677,no
784880958,1,34,F,4,2,2,Rp 3.000.000 - Rp 5.000.000,1,28,2,3,1,4022000.0,1680000,2342000.0,3776000,84,0.418,no
713784558,1,59,F,1,2,2,Rp 3.000.000 - Rp 5.000.000,1,36,1,2,3,3510000.0,941000,2569000.0,4833000,77,0.268,no
719305608,2,57,F,3,1,2,< Rp 3.000.000,1,36,4,3,3,2347000.0,1900000,447000.0,2447000,47,0.81,no
720190083,2,56,F,3,4,2,< Rp 3.000.000,1,39,1,3,4,1632000.0,0,1632000.0,2509000,47,0.0,no
708323208,2,49,F,3,3,1,< Rp 3.000.000,1,36,4,2,4,1522000.0,0,1522000.0,2241000,36,0.0,no
781183233,1,44,F,3,1,2,< Rp 3.000.000,1,25,2,1,1,2085000.0,1528000,557000.0,3805000,79,0.733,no
718825908,1,60,F,1,7,2,Unknown,1,47,1,1,1,3803000.0,1448000,2355000.0,4575000,78,0.381,no
716963283,2,47,F,3,2,3,< Rp 3.000.000,1,38,2,2,3,3165000.0,2517000,648000.0,2751000,49,0.795,no
714924483,1,60,F,1,4,2,< Rp 3.000.000,1,46,2,3,2,4628000.0,2327000,2301000.0,4226000,92,0.503,no
779922183,1,52,F,1,1,1,< Rp 3.000.000,1,36,2,2,2,2253000.0,1981000,272000.0,4758000,81,0.879,no
719449533,2,49,F,3,3,2,Rp 3.000.000 - Rp 5.000.000,1,38,1,2,3,2655000.0,2283000,372000.0,2386000,49,0.86,no
712559058,1,54,M,0,1,2,Rp 8.000.000 - Rp 15.000.000,1,45,1,3,2,20882000.0,1525000,19357000.0,4765000,76,0.073,no
717853233,1,41,M,2,5,1,Rp 8.000.000 - Rp 15.000.000,1,31,1,1,3,3306000.0,706000,2600000.0,4772000,76,0.214,no
790069233,1,45,F,3,1,0,< Rp 3.000.000,1,37,2,1,2,2052000.0,0,2052000.0,4289000,72,0.0,no
794576058,1,42,M,3,2,1,Rp 8.000.000 - Rp 15.000.000,1,26,1,2,3,8480000.0,1339000,7141000.0,4070000,76,0.158,no
779877858,1,53,F,2,5,3,< Rp 3.000.000,1,37,2,3,2,2081000.0,1342000,739000.0,4428000,80,0.645,no
772334133,1,53,F,1,2,1,Unknown,1,42,2,1,3,4637000.0,0,4637000.0,4583000,86,0.0,no
714139308,1,53,M,3,3,1,Rp 5.000.000 - Rp 8.000.000,1,42,2,5,1,1438300.0,0,1438300.0,4722000,81,0.0,yes
806634783,1,38,F,2,5,1,< Rp 3.000.000,1,33,1,3,2,3420000.0,1405000,2015000.0,4267000,75,0.411,no
720101658,1,26,F,0,2,2,< Rp 3.000.000,1,19,2,1,2,3416000.0,1109000,2307000.0,4614000,70,0.325,no
719925483,1,46,M,4,2,1,Rp 8.000.000 - Rp 15.000.000,1,36,2,1,1,2171000.0,1043000,1128000.0,4531000,88,0.48,no
719572833,1,57,F,3,2,3,Rp 3.000.000 - Rp 5.000.000,1,46,2,2,2,2791000.0,1550000,1241000.0,5440000,83,0.555,no
720729108,1,32,F,0,4,2,< Rp 3.000.000,1,17,1,2,1,4445000.0,1080000,3365000.0,5373000,87,0.243,no
819214233,1,43,F,3,2,1,< Rp 3.000.000,1,38,2,2,2,1530000.0,0,1530000.0,5138000,84,0.0,no
718896108,1,48,F,3,1,3,< Rp 3.000.000,1,36,2,1,1,1438300.0,0,1438300.0,5014000,84,0.0,no
713723433,1,52,F,4,1,2,< Rp 3.000.000,1,44,1,1,3,5721000.0,0,5721000.0,4188000,79,0.0,no
708514383,1,38,F,2,5,1,Unknown,1,29,2,1,0,3809000.0,1172000,2637000.0,4314000,81,0.308,no
716961033,1,48,F,3,1,2,< Rp 3.000.000,1,40,1,3,3,3520000.0,2149000,1371000.0,3630000,78,0.611,no
778819083,2,41,F,2,7,1,Rp 3.000.000 - Rp 5.000.000,1,33,1,3,3,1604000.0,0,1604000.0,2264000,47,0.0,no
714773508,2,54,F,1,2,1,Rp 3.000.000 - Rp 5.000.000,1,46,6,4,3,1632000.0,351000,1281000.0,2532000,43,0.215,yes
814181433,1,46,M,5,5,1,Rp 3.000.000 - Rp 5.000.000,1,41,1,3,2,3914000.0,1683000,2231000.0,4242000,64,0.43,no
711984633,1,36,F,3,2,1,< Rp 3.000.000,1,27,1,2,3,2328000.0,1953000,375000.0,4373000,89,0.839,no
710662158,1,41,M,4,4,1,> Rp 15.000.000,1,34,1,3,3,34516000.0,2517000,31999000.0,2051000,41,0.073,no
711356733,1,45,F,5,4,2,< Rp 3.000.000,1,36,2,2,3,3883000.0,847000,3036000.0,4667000,90,0.218,no
711456108,2,46,F,4,4,1,Rp 3.000.000 - Rp 5.000.000,1,39,5,3,3,1438300.0,819000,619300.0,2488000,44,0.569,no
780727833,1,51,F,3,1,2,< Rp 3.000.000,1,41,1,4,3,3229000.0,2517000,712000.0,4526000,95,0.779,yes
771471708,1,44,F,2,2,3,< Rp 3.000.000,1,32,2,1,3,3080000.0,1776000,1304000.0,5097000,77,0.577,no
714320358,1,38,F,2,5,2,< Rp 3.000.000,1,33,2,1,2,2569000.0,1288000,1281000.0,4126000,56,0.501,no
720700008,1,50,F,1,1,2,< Rp 3.000.000,1,36,1,1,3,4517000.0,2238000,2279000.0,4686000,81,0.495,no
713027058,2,46,F,4,7,2,< Rp 3.000.000,1,36,2,2,3,2292000.0,0,2292000.0,2595000,31,0.0,no
778228458,1,52,F,3,3,2,< Rp 3.000.000,1,42,2,3,3,2510000.0,1928000,582000.0,4943000,70,0.768,no
781137783,2,40,M,3,1,3,< Rp 3.000.000,1,33,1,3,4,2420000.0,191000,2229000.0,2478000,43,0.079,no
719821908,2,38,F,2,1,2,< Rp 3.000.000,1,16,2,1,2,2703000.0,0,2703000.0,2752000,43,0.0,no
720537633,1,44,F,3,7,1,< Rp 3.000.000,1,36,2,3,1,3047000.0,2139000,908000.0,4961000,85,0.702,no
712378983,2,54,M,1,4,2,Rp 8.000.000 - Rp 15.000.000,1,47,5,6,5,7570000.0,965000,6605000.0,2599000,61,0.127,yes
763681908,1,34,F,3,4,1,< Rp 3.000.000,1,27,1,2,1,5795000.0,924000,4871000.0,5674000,78,0.159,no
721164483,1,46,F,2,5,1,Rp 3.000.000 - Rp 5.000.000,1,34,2,1,3,1441000.0,642000,799000.0,4894000,84,0.446,no
715447008,1,50,F,3,2,1,< Rp 3.000.000,1,36,2,3,2,2999000.0,1817000,1182000.0,5119000,83,0.606,no
769676358,1,38,M,2,1,2,Rp 5.000.000 - Rp 8.000.000,1,32,1,1,2,1438300.0,1309000,129300.0,5066000,76,0.91,no
710487033,1,44,F,2,1,1,Rp 3.000.000 - Rp 5.000.000,1,28,2,3,3,1438300.0,0,1438300.0,4445000,78,0.0,no
