,CLIENTNUM,idstatus,Customer_Age,Gender,Dependent_count,Educationid,Maritalid,Income_Category,card_categoryid,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
7151,719887008,1,38,F,3,2,1,< Rp 3.000.000,1,36,5,4,3,1757000.0,1352000,405000.0,4121000,81,0.769
7152,773342808,1,46,F,1,4,2,< Rp 3.000.000,1,40,6,4,3,2711000.0,1793000,918000.0,5084000,79,0.661
7153,708375858,1,47,F,4,1,0,< Rp 3.000.000,1,36,5,4,2,2776000.0,1341000,1435000.0,4318000,68,0.483
7154,789417708,1,44,F,2,3,1,Rp 3.000.000 - Rp 5.000.000,1,35,3,2,1,1438300.0,1091000,347300.0,4988000,90,0.759
7155,794675058,2,36,M,3,2,1,Rp 8.000.000 - Rp 15.000.000,1,21,5,3,2,5015000.0,1963000,3052000.0,2491000,43,0.391
7156,718034058,1,40,M,4,2,2,Rp 5.000.000 - Rp 8.000.000,1,36,3,2,2,8529000.0,901000,7628000.0,4252000,68,0.106
7157,778919583,1,49,F,0,2,1,< Rp 3.000.000,1,30,3,2,0,1604000.0,1112000,492000.0,4253000,68,0.693
7158,713850783,1,56,F,1,5,1,Unknown,1,36,6,2,2,4263000.0,0,4263000.0,4876000,70,0.0
7159,814785108,1,45,F,1,2,1,< Rp 3.000.000,1,40,5,3,2,2493000.0,1655000,838000.0,4473000,76,0.664
7160,809616108,2,38,F,2,1,2,< Rp 3.000.000,1,33,3,3,3,1568000.0,0,1568000.0,2812000,59,0.0
7161,809378133,1,43,F,3,3,2,< Rp 3.000.000,1,38,6,1,2,1521000.0,0,1521000.0,4880000,79,0.0
7162,779658408,1,48,M,2,2,2,Rp 3.000.000 - Rp 5.000.000,1,31,6,3,3,3261000.0,1730000,1531000.0,4242000,65,0.531
7163,717954333,1,39,F,2,4,2,< Rp 3.000.000,1,25,4,2,1,1781000.0,935000,846000.0,5093000,77,0.525
7164,737052258,1,62,F,1,4,2,< Rp 3.000.000,1,55,6,1,1,5284000.0,2517000,2767000.0,4525000,63,0.476
7165,708108333,2,47,F,3,2,1,Unknown,1,36,3,3,1,5590000.0,0,5590000.0,1507000,32,0.0
7166,715047333,1,57,F,1,1,1,Unknown,1,36,5,2,3,1734000.0,980000,754000.0,4313000,92,0.565
7167,714390858,1,48,F,5,4,2,Unknown,1,36,4,2,3,7645000.0,931000,6714000.0,5016000,73,0.122
7168,717107808,1,48,F,1,3,3,Rp 3.000.000 - Rp 5.000.000,1,39,6,4,2,1438300.0,1218000,220300.0,4600000,76,0.847
7169,713564208,1,34,F,1,2,3,< Rp 3.000.000,1,23,4,1,1,2207000.0,1527000,680000.0,4159000,64,0.692
7170,720357483,1,46,F,1,5,1,< Rp 3.000.000,1,23,5,2,1,1723000.0,1010000,713000.0,4112000,82,0.586
7171,803339583,1,49,F,2,6,1,< Rp 3.000.000,1,44,4,4,2,1644000.0,0,1644000.0,4898000,82,0.0
7172,708972783,2,48,F,4,5,1,< Rp 3.000.000,1,37,3,2,3,1745000.0,0,1745000.0,2297000,44,0.0
7173,710157108,1,42,F,3,2,2,Rp 3.000.000 - Rp 5.000.000,1,33,6,2,3,3376000.0,1661000,1715000.0,4629000,75,0.492
7174,721483158,1,47,M,3,2,1,Rp 5.000.000 - Rp 8.000.000,1,29,4,3,3,7298000.0,0,7298000.0,4512000,72,0.0
7175,767553333,2,45,M,3,2,2,Rp 8.000.000 - Rp 15.000.000,1,39,1,3,3,8383000.0,0,8383000.0,2600000,44,0.0
7176,710436108,1,41,M,4,1,3,Rp 3.000.000 - Rp 5.000.000,1,29,5,4,2,3600000.0,746000,2854000.0,4184000,61,0.207
7177,779870883,1,45,F,4,1,2,Rp 3.000.000 - Rp 5.000.000,1,29,3,2,1,4595000.0,1781000,2814000.0,3746000,68,0.388
7178,817188408,1,57,M,0,3,0,Rp 8.000.000 - Rp 15.000.000,1,39,4,4,3,2795000.0,1832000,963000.0,4679000,67,0.655
7179,719723658,1,49,F,2,3,2,< Rp 3.000.000,1,39,6,1,3,1768000.0,0,1768000.0,4628000,90,0.0
7180,806189658,1,50,F,2,3,2,< Rp 3.000.000,1,45,4,2,3,1780000.0,893000,887000.0,4630000,73,0.502
7181,789070233,1,51,F,3,2,0,< Rp 3.000.000,1,39,5,4,3,2987000.0,1764000,1223000.0,4339000,72,0.591
7182,712013808,1,44,F,4,3,2,Unknown,1,24,6,3,2,2717000.0,1720000,997000.0,4196000,71,0.633
7183,708602283,1,40,F,4,3,1,Unknown,1,36,3,3,1,2887000.0,0,2887000.0,3941000,82,0.0
7184,809452383,1,37,F,2,2,1,< Rp 3.000.000,1,32,6,1,3,1438300.0,0,1438300.0,4733000,89,0.0
7185,714413283,1,46,M,3,4,1,Rp 8.000.000 - Rp 15.000.000,1,40,6,1,1,10879000.0,860000,10019000.0,4629000,69,0.079
7186,712407783,1,39,F,1,2,2,< Rp 3.000.000,1,28,5,3,3,1809000.0,1181000,628000.0,4452000,83,0.653
7187,720062508,2,38,F,2,4,1,Rp 3.000.000 - Rp 5.000.000,1,28,6,2,2,1628000.0,0,1628000.0,2527000,41,0.0
7188,717878883,1,45,F,3,4,2,< Rp 3.000.000,1,36,3,4,0,1438300.0,0,1438300.0,4463000,71,0.0
7189,714013983,2,37,F,4,6,1,< Rp 3.000.000,1,36,3,3,3,1586000.0,0,1586000.0,2109000,41,0.0
7190,753208833,1,43,F,5,3,1,Rp 3.000.000 - Rp 5.000.000,1,36,5,3,2,2311000.0,1320000,991000.0,3967000,71,0.571
7191,721241583,1,48,F,3,2,1,< Rp 3.000.000,1,43,5,3,2,2109000.0,1205000,904000.0,2935000,60,0.571
7192,713695158,1,51,F,4,3,0,< Rp 3.000.000,1,40,5,4,3,1562000.0,1057000,505000.0,5019000,78,0.677
7193,711540108,2,44,F,4,7,3,Unknown,1,33,5,3,6,1438300.0,0,1438300.0,2316000,48,0.0
7194,823878408,1,39,M,4,2,1,Rp 8.000.000 - Rp 15.000.000,1,35,6,2,1,2981000.0,757000,2224000.0,4824000,76,0.254
7195,779533983,1,47,M,2,5,0,Rp 8.000.000 - Rp 15.000.000,1,31,3,1,3,5295000.0,723000,4572000.0,4412000,90,0.137
7196,713583408,2,51,F,4,2,2,Rp 3.000.000 - Rp 5.000.000,1,37,2,3,2,4708000.0,920000,3788000.0,2179000,50,0.195
7197,714037308,1,54,M,2,1,1,Rp 5.000.000 - Rp 8.000.000,1,50,3,1,3,2210000.0,1002000,1208000.0,4798000,86,0.453
7198,715581633,1,53,F,3,4,1,Rp 3.000.000 - Rp 5.000.000,1,45,4,3,1,1972000.0,0,1972000.0,5085000,73,0.0
7199,795684783,1,48,M,4,1,2,Rp 5.000.000 - Rp 8.000.000,1,42,5,4,2,2384000.0,1596000,788000.0,3149000,59,0.669
7200,718645308,1,35,M,4,5,1,< Rp 3.000.000,1,36,3,3,3,2311000.0,1222000,1089000.0,4730000,89,0.529
7201,717870108,1,46,F,4,4,3,Rp 3.000.000 - Rp 5.000.000,1,37,6,4,2,1912000.0,1172000,740000.0,4841000,81,0.613
7202,815515158,1,49,F,2,4,2,Rp 3.000.000 - Rp 5.000.000,1,44,6,1,3,2147000.0,1402000,745000.0,4240000,69,0.653
7203,713957283,2,42,F,4,3,1,< Rp 3.000.000,1,23,3,2,3,3214000.0,0,3214000.0,2119000,44,0.0
7204,715058433,1,43,F,4,3,1,< Rp 3.000.000,1,36,5,3,3,3006000.0,879000,2127000.0,5125000,87,0.292
7205,794771208,1,52,M,3,4,2,Rp 8.000.000 - Rp 15.000.000,1,46,5,1,2,2735000.0,1942000,793000.0,3724000,66,0.71
7206,720180633,1,50,M,2,5,1,> Rp 15.000.000,1,36,3,2,3,3390000.0,2385000,1005000.0,4128000,73,0.704
7207,815539233,2,54,M,4,1,2,Rp 8.000.000 - Rp 15.000.000,3,49,1,3,4,34516000.0,214000,34302000.0,1201000,22,0.006
7208,778933983,1,55,F,0,3,3,Unknown,1,39,4,3,3,11249000.0,2012000,9237000.0,3882000,55,0.179
7209,717960033,1,52,F,1,2,2,< Rp 3.000.000,1,44,6,3,1,2484000.0,1495000,989000.0,4084000,86,0.602
7210,825368658,1,40,F,4,1,2,< Rp 3.000.000,1,36,5,5,3,2932000.0,1664000,1268000.0,4795000,82,0.568
7211,721154208,1,60,F,1,4,1,< Rp 3.000.000,1,36,3,4,3,2882000.0,2081000,801000.0,4933000,103,0.722
7212,718572408,1,45,F,5,6,3,< Rp 3.000.000,1,36,5,2,3,2658000.0,694000,1964000.0,4774000,92,0.261
7213,749571633,1,44,F,2,5,3,Unknown,1,37,4,3,3,5589000.0,1336000,4253000.0,4262000,75,0.239
7214,713914683,1,44,F,1,2,2,Rp 3.000.000 - Rp 5.000.000,1,36,3,4,2,1484000.0,885000,599000.0,4819000,74,0.596
7215,713301633,1,57,F,3,7,2,Unknown,1,36,5,1,1,1678000.0,1162000,516000.0,4402000,87,0.692
7216,711399408,2,34,F,2,2,0,Unknown,1,25,2,3,4,12373000.0,0,12373000.0,2462000,40,0.0
7217,711494208,1,52,M,2,4,1,< Rp 3.000.000,1,36,3,3,3,2846000.0,1606000,1240000.0,5092000,86,0.564
7218,711716133,2,42,F,3,1,1,Rp 3.000.000 - Rp 5.000.000,1,34,6,3,1,1585000.0,1381000,204000.0,2360000,40,0.871
7219,713906508,1,42,F,3,4,2,< Rp 3.000.000,1,36,6,3,3,2837000.0,834000,2003000.0,3892000,69,0.294
7220,708768258,1,51,F,4,7,1,< Rp 3.000.000,1,43,6,1,2,2066000.0,1077000,989000.0,4678000,91,0.521
7221,719538183,1,47,M,1,1,1,Rp 5.000.000 - Rp 8.000.000,1,36,4,4,3,20789000.0,0,20789000.0,4105000,67,0.0
7222,718957083,1,48,F,1,2,2,< Rp 3.000.000,1,35,5,2,2,1449000.0,0,1449000.0,4797000,88,0.0
7223,720872433,2,39,F,1,3,2,Rp 3.000.000 - Rp 5.000.000,1,28,5,3,6,3911000.0,0,3911000.0,2867000,42,0.0
7224,779403558,1,56,F,0,4,1,< Rp 3.000.000,1,45,5,1,1,1737000.0,0,1737000.0,4611000,73,0.0
7225,788994783,1,48,F,3,2,2,< Rp 3.000.000,1,35,3,4,3,1815000.0,557000,1258000.0,4519000,76,0.307
7226,715530258,2,46,F,2,6,2,Unknown,1,37,1,3,3,4848000.0,2517000,2331000.0,2353000,53,0.519
7227,803380383,1,46,F,5,2,0,< Rp 3.000.000,1,40,3,3,3,1592000.0,925000,667000.0,4615000,90,0.581
7228,716766033,1,40,F,4,4,2,< Rp 3.000.000,1,31,5,2,3,1768000.0,1242000,526000.0,4439000,65,0.702
7229,757300008,1,44,F,2,2,2,Unknown,1,37,4,3,3,8128000.0,2344000,5784000.0,4251000,80,0.288
7230,810986883,1,45,F,0,1,2,Unknown,1,40,5,4,0,2557000.0,1898000,659000.0,4808000,83,0.742
7231,819200133,1,44,M,3,2,3,Rp 5.000.000 - Rp 8.000.000,1,39,5,4,3,2991000.0,642000,2349000.0,4646000,62,0.215
7232,710410158,2,49,M,2,2,3,Rp 8.000.000 - Rp 15.000.000,1,38,3,4,3,34516000.0,0,34516000.0,1592000,35,0.0
7233,714488433,1,45,M,2,4,1,Rp 8.000.000 - Rp 15.000.000,1,36,5,2,3,19099000.0,2517000,16582000.0,4837000,77,0.132
7234,714267858,1,44,F,2,1,2,Unknown,1,37,6,2,1,4559000.0,1680000,2879000.0,4934000,76,0.369
7235,827062158,1,58,M,2,1,2,Rp 8.000.000 - Rp 15.000.000,1,54,6,3,2,22981000.0,1696000,21285000.0,4192000,66,0.074
7236,710669733,1,38,F,1,2,2,Rp 3.000.000 - Rp 5.000.000,1,36,4,2,2,2358000.0,1965000,393000.0,4922000,80,0.833
7237,716498883,1,48,M,4,2,2,Rp 8.000.000 - Rp 15.000.000,1,36,6,4,1,22067000.0,685000,21382000.0,3577000,64,0.031
7238,780529908,1,43,F,3,5,2,< Rp 3.000.000,1,30,3,3,2,2023000.0,1331000,692000.0,5098000,79,0.658
7239,714028083,1,36,F,1,4,2,Unknown,1,31,6,1,2,2222000.0,0,2222000.0,4095000,65,0.0
7240,714572208,1,59,M,2,2,2,Rp 5.000.000 - Rp 8.000.000,1,36,6,3,2,1438300.0,788000,650300.0,4297000,65,0.548
7241,708976908,2,40,M,3,6,2,Rp 8.000.000 - Rp 15.000.000,1,36,4,4,3,8958000.0,0,8958000.0,2131000,43,0.0
7242,721409358,1,36,F,1,3,2,< Rp 3.000.000,1,21,3,2,1,1937000.0,733000,1204000.0,4547000,73,0.378
7243,809311758,1,40,M,3,4,2,Rp 5.000.000 - Rp 8.000.000,3,35,6,3,2,25219000.0,1503000,23716000.0,4429000,87,0.06
7244,712602708,2,36,M,3,4,3,Rp 8.000.000 - Rp 15.000.000,1,36,4,1,2,1815000.0,0,1815000.0,2039000,34,0.0
7245,789087858,1,60,F,0,2,1,Rp 3.000.000 - Rp 5.000.000,1,48,4,2,1,3361000.0,2473000,888000.0,4589000,69,0.736
7246,711264033,1,47,M,3,7,0,Rp 3.000.000 - Rp 5.000.000,1,36,4,2,3,4786000.0,1516000,3270000.0,4973000,74,0.317
7247,770180808,1,37,F,4,2,2,Unknown,1,31,3,3,2,1438300.0,0,1438300.0,5001000,91,0.0
7248,789271533,1,51,F,1,7,2,< Rp 3.000.000,1,40,5,3,2,1438300.0,908000,530300.0,4653000,74,0.631
7249,720152058,1,42,F,1,7,2,< Rp 3.000.000,1,35,5,1,3,2725000.0,2444000,281000.0,4965000,85,0.897
7250,826490133,1,42,F,4,3,0,Unknown,1,38,6,3,2,10039000.0,1600000,8439000.0,4685000,76,0.159
7251,717966933,1,45,F,5,3,1,Unknown,1,37,3,1,1,2467000.0,1446000,1021000.0,5024000,81,0.586
7252,808669083,1,52,F,1,2,1,< Rp 3.000.000,1,47,3,1,3,1438300.0,0,1438300.0,5015000,68,0.0
7253,771422883,2,57,F,3,2,1,< Rp 3.000.000,1,45,1,4,2,1759000.0,186000,1573000.0,2705000,35,0.106
7254,717570258,1,46,M,5,2,1,< Rp 3.000.000,1,35,6,2,2,2206000.0,1722000,484000.0,4455000,67,0.781
7255,708703308,2,35,F,1,4,1,Rp 3.000.000 - Rp 5.000.000,1,26,6,4,4,2045000.0,1707000,338000.0,2183000,39,0.835
7256,789508758,1,54,F,2,4,2,< Rp 3.000.000,1,46,3,2,3,4170000.0,641000,3529000.0,3669000,67,0.154
7257,780653208,1,47,F,3,5,1,< Rp 3.000.000,1,36,5,4,2,3300000.0,2517000,783000.0,3784000,55,0.763
7258,709077933,1,26,F,0,1,1,< Rp 3.000.000,1,18,5,3,2,5422000.0,682000,4740000.0,4460000,62,0.126
7259,715200783,1,56,F,2,2,1,Unknown,1,36,6,2,3,2015000.0,807000,1208000.0,5209000,76,0.4
7260,710526633,1,47,M,2,4,2,Rp 5.000.000 - Rp 8.000.000,1,34,3,3,2,2048000.0,1599000,449000.0,4855000,88,0.781
7261,714186108,1,37,F,2,4,2,< Rp 3.000.000,1,19,6,5,2,2152000.0,1682000,470000.0,4126000,71,0.782
7262,820047858,2,44,F,4,2,3,< Rp 3.000.000,1,39,1,4,2,3017000.0,1868000,1149000.0,2096000,50,0.619
7263,708894183,1,53,M,3,5,2,> Rp 15.000.000,3,44,4,4,2,34516000.0,1073000,33443000.0,4485000,86,0.031
7264,708186933,2,33,M,1,2,2,Rp 5.000.000 - Rp 8.000.000,1,36,4,3,2,1819000.0,725000,1094000.0,2254000,45,0.399
7265,778937583,1,46,F,3,3,1,< Rp 3.000.000,1,29,5,1,1,2228000.0,1449000,779000.0,4382000,83,0.65
7266,708498033,2,44,F,3,4,1,< Rp 3.000.000,1,36,3,4,6,2279000.0,1837000,442000.0,2789000,52,0.806
7267,815315058,2,48,F,4,1,1,Rp 3.000.000 - Rp 5.000.000,1,43,4,2,2,1438300.0,0,1438300.0,2520000,45,0.0
7268,751607058,1,45,M,2,7,1,> Rp 15.000.000,1,38,4,3,3,1686000.0,0,1686000.0,4413000,77,0.0
7269,718194858,1,48,F,5,2,2,Unknown,1,35,5,2,3,1942000.0,1488000,454000.0,4940000,88,0.766
7270,827123883,1,53,M,4,1,2,Rp 5.000.000 - Rp 8.000.000,1,49,5,1,2,3858000.0,0,3858000.0,4472000,92,0.0
7271,711473058,1,44,M,4,2,0,Rp 5.000.000 - Rp 8.000.000,1,32,6,3,2,11651000.0,1368000,10283000.0,3870000,64,0.117
7272,715197633,1,43,M,3,3,3,Rp 3.000.000 - Rp 5.000.000,1,38,5,4,2,9449000.0,1914000,7535000.0,4658000,93,0.203
7273,713512308,2,50,F,0,2,2,< Rp 3.000.000,1,41,2,3,1,3423000.0,0,3423000.0,2229000,45,0.0
7274,790023408,1,47,F,3,4,2,< Rp 3.000.000,1,39,6,2,1,2915000.0,2422000,493000.0,4037000,83,0.831
7275,720403008,1,50,F,3,3,1,Unknown,1,38,4,4,1,11486000.0,0,11486000.0,4918000,79,0.0
7276,709581483,2,40,F,4,7,1,< Rp 3.000.000,1,21,1,2,1,2984000.0,2517000,467000.0,2373000,53,0.843
7277,711201108,2,37,F,3,1,2,< Rp 3.000.000,1,29,3,3,3,1653000.0,0,1653000.0,2284000,35,0.0
7278,708784083,1,47,F,3,3,2,< Rp 3.000.000,1,36,5,2,1,2723000.0,1588000,1135000.0,4307000,83,0.583
7279,712838358,1,40,F,4,3,1,< Rp 3.000.000,1,31,5,2,3,1438300.0,0,1438300.0,4702000,84,0.0
7280,714887808,2,43,F,1,3,2,< Rp 3.000.000,1,36,1,3,2,1818000.0,0,1818000.0,2279000,50,0.0
7281,716581983,1,56,F,0,5,1,Rp 3.000.000 - Rp 5.000.000,1,36,5,2,3,4384000.0,929000,3455000.0,4792000,91,0.212
7282,716930133,1,43,F,3,1,3,< Rp 3.000.000,1,36,3,3,2,1824000.0,0,1824000.0,4594000,86,0.0
7283,808981608,1,50,F,2,3,1,< Rp 3.000.000,1,45,4,1,0,5452000.0,540000,4912000.0,4220000,66,0.099
7284,709714008,2,50,F,1,4,2,Unknown,1,39,6,3,3,9248000.0,0,9248000.0,2325000,45,0.0
7285,811942983,1,55,M,2,1,1,> Rp 15.000.000,1,50,3,2,3,17627000.0,1756000,15871000.0,4836000,74,0.1
7286,715565058,1,27,F,1,3,3,< Rp 3.000.000,1,16,3,1,2,1438300.0,0,1438300.0,4479000,70,0.0
7287,714519408,2,44,F,3,5,1,< Rp 3.000.000,1,36,2,3,3,5357000.0,2139000,3218000.0,1979000,48,0.399
7288,719153433,1,49,F,4,3,1,Unknown,1,38,4,2,1,2542000.0,850000,1692000.0,4972000,79,0.334
7289,809127858,1,51,F,1,6,2,Rp 3.000.000 - Rp 5.000.000,1,46,4,1,3,2275000.0,1219000,1056000.0,4807000,72,0.536
7290,712740108,2,43,F,4,3,0,< Rp 3.000.000,1,33,6,3,1,1706000.0,0,1706000.0,2371000,45,0.0
7291,720251358,2,54,F,2,1,0,< Rp 3.000.000,1,36,6,3,1,3591000.0,2517000,1074000.0,2313000,43,0.701
7292,713935533,1,44,M,3,2,2,Rp 3.000.000 - Rp 5.000.000,3,29,5,1,3,19360000.0,870000,18490000.0,3966000,78,0.045
7293,710243208,1,56,F,4,4,1,< Rp 3.000.000,1,44,3,3,2,1707000.0,0,1707000.0,4846000,80,0.0
7294,708870408,1,53,M,4,4,2,< Rp 3.000.000,1,43,6,3,1,3844000.0,2079000,1765000.0,4271000,56,0.541
7295,795844983,1,45,F,3,1,1,Rp 3.000.000 - Rp 5.000.000,1,39,6,4,1,2851000.0,0,2851000.0,3916000,64,0.0
7296,828294933,2,49,F,3,1,1,< Rp 3.000.000,1,45,3,2,3,2951000.0,2437000,514000.0,2519000,36,0.826
7297,713531808,1,38,F,1,7,1,< Rp 3.000.000,1,28,6,1,1,1438300.0,0,1438300.0,4475000,74,0.0
7298,712307283,2,54,M,1,5,2,> Rp 15.000.000,1,37,6,2,3,9090000.0,2517000,6573000.0,2239000,43,0.277
7299,715778358,1,45,M,5,2,1,> Rp 15.000.000,1,26,6,3,2,34516000.0,797000,33719000.0,3643000,59,0.023
7300,778910883,2,53,M,2,4,1,Rp 8.000.000 - Rp 15.000.000,1,34,4,3,2,1837000.0,875000,962000.0,2169000,43,0.476
7301,710637183,1,48,F,4,2,2,Unknown,1,40,3,3,3,2300000.0,1906000,394000.0,4538000,71,0.829
7302,712781883,1,36,F,1,3,1,< Rp 3.000.000,1,36,6,1,3,2611000.0,537000,2074000.0,5121000,83,0.206
7303,709664658,1,40,M,4,4,3,Rp 8.000.000 - Rp 15.000.000,1,27,4,3,2,22863000.0,927000,21936000.0,4071000,69,0.041
7304,717574683,1,53,F,3,4,1,Rp 3.000.000 - Rp 5.000.000,1,46,6,3,1,2192000.0,1146000,1046000.0,4756000,85,0.523
7305,771497283,1,40,F,2,1,0,< Rp 3.000.000,1,28,4,6,3,2917000.0,1310000,1607000.0,4736000,79,0.449
7306,714991608,1,41,F,3,1,2,Rp 3.000.000 - Rp 5.000.000,1,31,3,3,2,1438300.0,913000,525300.0,4300000,68,0.635
7307,779848383,2,37,F,3,2,2,< Rp 3.000.000,1,21,4,2,2,1784000.0,577000,1207000.0,2348000,47,0.323
7308,715495308,1,43,F,4,2,2,< Rp 3.000.000,1,36,5,4,1,8919000.0,2231000,6688000.0,3923000,73,0.25
7309,712431183,1,52,F,2,3,2,< Rp 3.000.000,1,37,4,3,1,2164000.0,0,2164000.0,5282000,80,0.0
7310,714895608,1,48,F,2,4,2,Unknown,1,38,4,4,3,2792000.0,1375000,1417000.0,4364000,62,0.492
7311,718324983,1,60,F,0,5,1,< Rp 3.000.000,1,49,5,3,3,1634000.0,1155000,479000.0,4522000,83,0.707
7312,713541033,1,39,F,1,5,2,< Rp 3.000.000,1,32,4,2,3,2144000.0,1557000,587000.0,4571000,85,0.726
7313,771989733,1,37,M,2,4,2,Rp 3.000.000 - Rp 5.000.000,1,26,4,1,2,3664000.0,1449000,2215000.0,4413000,65,0.395
7314,789698733,1,40,F,4,3,1,< Rp 3.000.000,1,27,5,3,1,4788000.0,1088000,3700000.0,4438000,78,0.227
7315,787514433,1,34,F,3,5,1,< Rp 3.000.000,1,23,3,3,3,2164000.0,1176000,988000.0,5075000,71,0.543
7316,811081083,1,48,F,3,3,2,< Rp 3.000.000,1,43,5,4,2,1532000.0,1183000,349000.0,4359000,78,0.772
7317,717371583,2,56,F,2,3,2,< Rp 3.000.000,1,36,1,3,5,1883000.0,400000,1483000.0,1954000,45,0.212
7318,715579233,1,44,F,3,7,2,Rp 3.000.000 - Rp 5.000.000,1,40,4,1,3,3659000.0,1356000,2303000.0,4861000,74,0.371
7319,781930233,1,47,F,2,1,1,< Rp 3.000.000,1,37,6,1,1,2946000.0,2338000,608000.0,4717000,70,0.794
7320,716825808,1,45,F,3,3,0,< Rp 3.000.000,1,36,5,1,0,2697000.0,2216000,481000.0,4063000,75,0.822
7321,757053408,1,47,F,1,2,2,Unknown,1,40,3,1,3,3811000.0,1970000,1841000.0,3578000,76,0.517
7322,788418933,1,35,F,2,2,1,Rp 3.000.000 - Rp 5.000.000,1,27,5,2,3,1613000.0,1085000,528000.0,5000000,85,0.673
7323,788898933,1,42,F,4,5,1,< Rp 3.000.000,1,27,6,2,1,2043000.0,0,2043000.0,5198000,77,0.0
7324,712163433,2,47,M,3,3,1,Rp 3.000.000 - Rp 5.000.000,1,29,1,2,4,1684000.0,644000,1040000.0,2164000,36,0.382
7325,717343833,1,47,F,5,3,3,Unknown,1,34,4,1,3,3127000.0,2094000,1033000.0,4518000,86,0.67
7326,820868508,1,47,M,2,5,1,Rp 3.000.000 - Rp 5.000.000,1,43,3,4,1,7106000.0,736000,6370000.0,5192000,75,0.104
7327,789240258,1,50,F,2,3,2,Rp 3.000.000 - Rp 5.000.000,1,35,4,3,1,2784000.0,2458000,326000.0,4904000,81,0.883
7328,716951658,1,51,F,3,1,2,Rp 3.000.000 - Rp 5.000.000,1,38,5,3,1,5536000.0,0,5536000.0,4281000,82,0.0
7329,718932633,1,45,F,3,5,1,< Rp 3.000.000,1,35,3,2,2,1717000.0,1156000,561000.0,4301000,64,0.673
7330,711487533,2,47,F,3,4,1,< Rp 3.000.000,1,38,3,3,2,1438300.0,0,1438300.0,1687000,38,0.0
7331,715306983,2,42,M,5,1,1,Rp 5.000.000 - Rp 8.000.000,1,36,1,2,3,1866000.0,0,1866000.0,2833000,42,0.0
7332,712771233,1,52,M,3,4,2,Rp 8.000.000 - Rp 15.000.000,1,36,3,4,1,2516000.0,1268000,1248000.0,4461000,80,0.504
7333,789637308,2,45,F,2,5,0,Rp 3.000.000 - Rp 5.000.000,1,39,4,3,4,3076000.0,0,3076000.0,2580000,50,0.0
7334,717247383,1,48,M,4,2,2,Rp 3.000.000 - Rp 5.000.000,1,36,5,2,3,7514000.0,0,7514000.0,4789000,69,0.0
7335,714842208,1,52,F,2,2,1,Rp 3.000.000 - Rp 5.000.000,1,36,6,4,2,2804000.0,1782000,1022000.0,4357000,69,0.636
7336,794172033,2,58,F,1,6,0,< Rp 3.000.000,1,52,4,1,3,1817000.0,0,1817000.0,2347000,45,0.0
7337,713592408,1,43,F,3,1,1,< Rp 3.000.000,1,28,3,3,2,2590000.0,0,2590000.0,3391000,66,0.0
7338,709314408,1,39,F,2,5,2,Rp 3.000.000 - Rp 5.000.000,1,29,5,3,1,4938000.0,1593000,3345000.0,4516000,82,0.323
7339,715957233,1,53,M,3,5,2,Rp 5.000.000 - Rp 8.000.000,1,36,5,1,1,19940000.0,2018000,17922000.0,4694000,75,0.101
7340,719414658,1,52,F,0,2,2,Unknown,1,36,3,4,1,12366000.0,0,12366000.0,4880000,76,0.0
7341,719632683,1,40,M,3,2,2,Rp 3.000.000 - Rp 5.000.000,1,30,6,3,3,2583000.0,2235000,348000.0,4500000,83,0.865
7342,708136908,1,62,F,0,2,2,< Rp 3.000.000,1,53,5,2,2,2616000.0,801000,1815000.0,4655000,68,0.306
7343,721393083,1,52,F,3,4,2,Rp 3.000.000 - Rp 5.000.000,1,45,5,3,1,6053000.0,577000,5476000.0,5035000,64,0.095
7344,714520233,2,59,F,0,2,1,< Rp 3.000.000,1,36,2,3,2,1708000.0,0,1708000.0,1992000,38,0.0
7345,709455108,1,49,F,4,4,1,< Rp 3.000.000,1,33,3,2,1,2393000.0,1667000,726000.0,3768000,79,0.697
7346,767058183,1,53,F,1,2,0,< Rp 3.000.000,1,46,5,4,3,3424000.0,1333000,2091000.0,4485000,61,0.389
7347,770800683,1,48,F,3,6,1,< Rp 3.000.000,1,35,3,3,3,2640000.0,2133000,507000.0,4956000,72,0.808
7348,779651058,1,59,F,0,4,2,Rp 3.000.000 - Rp 5.000.000,1,42,6,2,2,1931000.0,1409000,522000.0,4797000,65,0.73
7349,710443833,1,50,M,2,4,2,> Rp 15.000.000,1,38,4,4,2,2123000.0,995000,1128000.0,4516000,78,0.469
7350,717725433,2,54,F,2,2,1,Rp 3.000.000 - Rp 5.000.000,1,44,3,4,2,1606000.0,0,1606000.0,2258000,37,0.0
7351,720600858,1,41,M,4,2,1,Rp 5.000.000 - Rp 8.000.000,1,26,5,2,2,5633000.0,1395000,4238000.0,3695000,75,0.248
7352,717797658,1,57,F,2,2,1,< Rp 3.000.000,1,45,6,2,2,1438300.0,740000,698300.0,4970000,87,0.514
7353,779458383,1,50,F,3,1,1,< Rp 3.000.000,1,32,6,2,3,2590000.0,2087000,503000.0,4248000,73,0.806
7354,788767983,1,43,M,5,4,2,Rp 5.000.000 - Rp 8.000.000,1,24,3,1,3,4556000.0,0,4556000.0,4273000,82,0.0
